state,year,fertilizer,pesticide,avg_temp_c,total_rainfall_mm,avg_humidity_percent,n,p,k,ph,yield
assam,1997,57802260.86,188280.98,22.41,1468.92,70.71,60,18,38,5.8,0.780869565
assam,1997,16652275.58,54241.94,22.41,1468.92,70.71,60,18,38,5.8,1.060434783
assam,1997,165911859.6,540429.51,22.41,1468.92,70.71,60,18,38,5.8,0.941304348
karnataka,1997,98170710.1,319774.3,23.55,894.16,69.61,72,42,25,6.9,2.2335
karnataka,1997,5128616.13,16705.59,23.55,894.16,69.61,72,42,25,6.9,2.073846154
karnataka,1997,25509747.48,83093.64,23.55,894.16,69.61,72,42,25,6.9,2.829444444
meghalaya,1997,10009028.9,32602.7,17.16,1954.46,77.31,52,16,33,5.6,1.378571429
west bengal,1997,40268425.57,131167.51,25.85,1564.19,72.28,85,40,45,6.2,1.837222222
west bengal,1997,114853915.9,374116.99,25.85,1564.19,72.28,85,40,45,6.2,2.843888889
west bengal,1997,406407115.8,1323801.68,25.85,1564.19,72.28,85,40,45,6.2,1.985555556
puducherry,1998,488566.0,1434.05,28.33,1124.51,75.47,88,55,40,7.0,2.46
puducherry,1998,1379346.8,4048.69,28.33,1124.51,75.47,88,55,40,7.0,2.555
puducherry,1998,564740.8,1657.64,28.33,1124.51,75.47,88,55,40,7.0,2.55
assam,1998,58783925.2,172543.91,22.98,1701.15,73.03,60,18,38,5.8,1.055652174
assam,1998,22122604.4,64934.77,22.98,1701.15,73.03,60,18,38,5.8,1.685217391
assam,1998,161560724.0,474216.7,22.98,1701.15,73.03,60,18,38,5.8,1.395652174
goa,1998,4050800.0,11890.0,27.35,2059.15,74.64,65,25,45,6.2,2.54
goa,1998,1525373.2,4477.31,27.35,2059.15,74.64,65,25,45,6.2,3.04
karnataka,1998,106624268.4,312965.97,23.73,1185.08,71.65,72,42,25,6.9,2.310740741
karnataka,1998,5116061.6,15016.78,23.73,1185.08,71.65,72,42,25,6.9,2.054285714
karnataka,1998,29228004.0,85790.7,23.73,1185.08,71.65,72,42,25,6.9,2.99375
kerala,1998,11877439.6,34862.93,27.03,2177.34,80.95,65,28,50,5.7,1.856923077
kerala,1998,5700760.0,16733.0,27.03,2177.34,80.95,65,28,50,5.7,2.116153846
kerala,1998,17261743.2,50667.06,27.03,2177.34,80.95,65,28,50,5.7,1.937142857
meghalaya,1998,10413717.6,30566.58,17.84,2370.96,79.73,52,16,33,5.6,1.51
west bengal,1998,41990197.6,123250.58,25.82,1537.71,75.28,85,40,45,6.2,1.751111111
west bengal,1998,143306732.4,420637.17,25.82,1537.71,75.28,85,40,45,6.2,3.22
west bengal,1998,398027656.0,1168299.8,25.82,1537.71,75.28,85,40,45,6.2,1.781666667
assam,1999,59137758.6,150449.4,23.26,1622.42,71.99,60,18,38,5.8,1.094782609
assam,1999,31271629.02,79556.58,23.26,1622.42,71.99,60,18,38,5.8,1.990434783
assam,1999,190396583.2,484378.38,23.26,1622.42,71.99,60,18,38,5.8,1.501304348
goa,1999,4298265.0,10935.0,27.09,1980.88,73.77,65,25,45,6.2,2.38
goa,1999,1720685.69,4377.51,27.09,1980.88,73.77,65,25,45,6.2,2.69
kerala,1999,12897448.25,32811.75,26.23,1758.79,81.79,65,28,50,5.7,2.081538462
kerala,1999,6157768.73,15665.67,26.23,1758.79,81.79,65,28,50,5.7,2.292857143
kerala,1999,18066297.64,45961.56,26.23,1758.79,81.79,65,28,50,5.7,2.097142857
meghalaya,1999,10876414.66,27670.14,18.37,2074.56,76.13,52,16,33,5.6,1.605714286
meghalaya,1999,416984.77,1060.83,18.37,2074.56,76.13,52,16,33,5.6,1.755714286
puducherry,1999,2700371.72,6869.88,27.74,923.63,75.11,88,55,40,7.0,2.61
west bengal,1999,45333960.15,115331.85,25.79,1737.63,72.95,85,40,45,6.2,1.868888889
west bengal,1999,156471491.9,398071.26,25.79,1737.63,72.95,85,40,45,6.2,2.897222222
west bengal,1999,450940639.0,1147215.42,25.79,1737.63,72.95,85,40,45,6.2,1.906666667
andhra pradesh,2000,294870578.4,780954.98,27.74,1070.25,70.73,78,45,22,6.8,2.7
andhra pradesh,2000,121637833.0,322153.78,27.74,1070.25,70.73,78,45,22,6.8,2.939090909
assam,2000,52978913.05,140312.9,22.37,1958.5,75.29,60,18,38,5.8,1.197826087
assam,2000,32322963.35,85606.3,22.37,1958.5,75.29,60,18,38,5.8,1.825217391
assam,2000,174473319.7,462086.82,22.37,1958.5,75.29,60,18,38,5.8,1.581304348
goa,2000,4024970.0,10660.0,26.95,1919.04,74.29,65,25,45,6.2,2.36
goa,2000,1591041.19,4213.82,26.95,1919.04,74.29,65,25,45,6.2,2.81
karnataka,2000,110004295.3,291342.74,23.21,1000.55,69.1,72,42,25,6.9,2.357407407
karnataka,2000,5105330.85,13521.3,23.21,1000.55,69.1,72,42,25,6.9,2.064615385
karnataka,2000,30520267.64,80831.92,23.21,1000.55,69.1,72,42,25,6.9,2.751304348
kerala,2000,12737753.84,33735.52,26.7,1397.09,79.3,65,28,50,5.7,1.938461538
kerala,2000,5424677.86,14367.08,26.7,1397.09,79.3,65,28,50,5.7,2.23
kerala,2000,15947225.65,42235.7,26.7,1397.09,79.3,65,28,50,5.7,2.042857143
meghalaya,2000,10077837.69,26690.82,17.52,2652.89,79.14,52,16,33,5.6,1.681428571
meghalaya,2000,392974.51,1040.78,17.52,2652.89,79.14,52,16,33,5.6,1.744285714
puducherry,2000,4199614.43,11122.54,27.95,962.02,74.78,88,55,40,7.0,2.605
west bengal,2000,38673482.48,102425.44,25.43,1422.94,74.38,85,40,45,6.2,1.648333333
west bengal,2000,137618731.0,364478.66,25.43,1422.94,74.38,85,40,45,6.2,3.021111111
west bengal,2000,357293445.5,946279.88,25.43,1422.94,74.38,85,40,45,6.2,1.876111111
andhra pradesh,2001,247774835.5,630778.98,28.08,910.13,68.69,78,45,22,6.8,2.627272727
andhra pradesh,2001,142846575.6,363655.24,28.08,910.13,68.69,78,45,22,6.8,3.025909091
assam,2001,50625636.74,128881.48,22.72,1808.2,74.66,60,18,38,5.8,1.120434783
assam,2001,33293052.31,84756.62,22.72,1808.2,74.66,60,18,38,5.8,1.806521739
assam,2001,175125987.7,445831.36,22.72,1808.2,74.66,60,18,38,5.8,1.600434783
goa,2001,3344348.98,8513.96,27.24,1335.38,72.83,65,25,45,6.2,2.41
goa,2001,1699136.81,4325.62,27.24,1335.38,72.83,65,25,45,6.2,2.85
karnataka,2001,111114069.7,282871.42,23.37,919.93,69.6,72,42,25,6.9,2.154814815
karnataka,2001,5461912.4,13904.8,23.37,919.93,69.6,72,42,25,6.9,1.840714286
karnataka,2001,28216170.01,71832.02,23.37,919.93,69.6,72,42,25,6.9,2.4368
kerala,2001,11902230.2,30300.4,26.63,2171.67,81.61,65,28,50,5.7,1.886923077
kerala,2001,4478400.5,11401.0,26.63,2171.67,81.61,65,28,50,5.7,2.151428571
kerala,2001,16542813.14,42114.28,26.63,2171.67,81.61,65,28,50,5.7,2.153571429
meghalaya,2001,11005630.93,28017.86,17.85,2427.05,78.14,52,16,33,5.6,1.751428571
puducherry,2001,2682240.19,6828.38,28.23,1021.13,74.02,88,55,40,7.0,2.415
west bengal,2001,36056792.24,91792.48,25.74,1600.02,73.31,85,40,45,6.2,2.094705882
west bengal,2001,139537461.5,355230.98,25.74,1600.02,73.31,85,40,45,6.2,2.788823529
west bengal,2001,386436021.6,983779.16,25.74,1600.02,73.31,85,40,45,6.2,2.235294118
andhra pradesh,2002,199687525.7,527325.25,28.54,768.22,66.52,78,45,22,6.8,2.202727273
andhra pradesh,2002,67477557.22,178191.5,28.54,768.22,66.52,78,45,22,6.8,2.533636364
assam,2002,43973930.99,116124.25,22.58,1852.95,76.52,60,18,38,5.8,1.076521739
assam,2002,31001395.56,81867.0,22.58,1852.95,76.52,60,18,38,5.8,1.794347826
assam,2002,165550849.1,437178.75,22.58,1852.95,76.52,60,18,38,5.8,1.545652174
goa,2002,3193029.76,8432.0,27.57,1481.74,72.96,65,25,45,6.2,2.67
goa,2002,1556469.47,4110.25,27.57,1481.74,72.96,65,25,45,6.2,2.72
kerala,2002,10644505.46,28109.5,27.05,1520.73,78.88,65,28,50,5.7,2.130769231
kerala,2002,3888948.93,10269.75,27.05,1520.73,78.88,65,28,50,5.7,2.212142857
kerala,2002,14863568.68,39251.0,27.05,1520.73,78.88,65,28,50,5.7,2.123571429
tamil nadu,2002,143570557.8,379134.25,28.13,1046.29,71.59,80,38,30,6.6,2.884642857
west bengal,2002,36444636.55,96241.25,25.82,1391.99,74.07,85,40,45,6.2,2.092777778
west bengal,2002,133113404.3,351519.5,25.82,1391.99,74.07,85,40,45,6.2,2.747777778
west bengal,2002,383516122.3,1012771.0,25.82,1391.99,74.07,85,40,45,6.2,2.221666667
andhra pradesh,2003,208739317.9,506136.96,28.31,857.23,68.83,78,45,22,6.8,2.670909091
andhra pradesh,2003,85690351.32,207776.16,28.31,857.23,68.83,78,45,22,6.8,2.729090909
assam,2003,43664334.14,105874.32,22.45,2076.0,78.5,60,18,38,5.8,1.118695652
assam,2003,31622130.4,76675.2,22.45,2076.0,78.5,60,18,38,5.8,1.493913043
assam,2003,175115712.9,424608.72,22.45,2076.0,78.5,60,18,38,5.8,1.618695652
goa,2003,3510919.58,8513.04,27.88,1413.96,71.8,65,25,45,6.2,3.27
goa,2003,1715323.4,4159.2,27.88,1413.96,71.8,65,25,45,6.2,3.15
karnataka,2003,93464042.56,226625.28,24.36,630.03,64.73,72,42,25,6.9,2.133333333
karnataka,2003,5407178.42,13110.96,24.36,630.03,64.73,72,42,25,6.9,2.892
karnataka,2003,7423302.04,17999.52,24.36,630.03,64.73,72,42,25,6.9,3.8768
kerala,2003,10172174.6,24664.8,27.08,1542.25,79.55,65,28,50,5.7,2.140769231
kerala,2003,3680670.28,8924.64,27.08,1542.25,79.55,65,28,50,5.7,1.845
kerala,2003,14588068.32,35372.16,27.08,1542.25,79.55,65,28,50,5.7,1.960714286
meghalaya,2003,10860184.58,26333.04,17.73,2608.08,82.11,52,16,33,5.6,1.798571429
puducherry,2003,2480933.7,6015.6,28.24,842.18,74.41,88,55,40,7.0,2.993333333
tamil nadu,2003,138240516.0,335196.24,28.23,895.93,70.97,80,38,30,6.6,2.728214286
west bengal,2003,33628751.94,81540.72,25.84,1423.27,73.79,85,40,45,6.2,2.131666667
west bengal,2003,137596849.0,333635.52,25.84,1423.27,73.79,85,40,45,6.2,2.879444444
west bengal,2003,408461359.9,990409.44,25.84,1423.27,73.79,85,40,45,6.2,2.283333333
karnataka,2004,114305308.7,221562.81,23.16,994.53,69.96,72,42,25,6.9,2.37
karnataka,2004,4751900.74,9210.81,23.16,994.53,69.96,72,42,25,6.9,3.388666667
karnataka,2004,22670903.38,43943.97,23.16,994.53,69.96,72,42,25,6.9,4.251666667
kerala,2004,11413510.66,22123.29,26.76,2080.13,80.59,65,28,50,5.7,2.271538462
kerala,2004,3871204.88,7503.72,26.76,2080.13,80.59,65,28,50,5.7,2.256923077
kerala,2004,16131067.62,31267.53,26.76,2080.13,80.59,65,28,50,5.7,2.175714286
meghalaya,2004,3539142.78,6860.07,17.53,2896.44,82.48,52,16,33,5.6,1.492857143
meghalaya,2004,999328.16,1937.04,17.53,2896.44,82.48,52,16,33,5.6,2.078333333
meghalaya,2004,7546856.06,14628.39,17.53,2896.44,82.48,52,16,33,5.6,1.792857143
tamil nadu,2004,202901535.5,393292.62,27.49,1358.53,73.69,80,38,30,6.6,3.015172414
andhra pradesh,2005,302930871.4,530482.68,27.95,1192.26,71.1,78,45,22,6.8,2.549090909
andhra pradesh,2005,174560708.6,305685.03,27.95,1192.26,71.1,78,45,22,6.8,3.132272727
assam,2005,47766054.72,83646.36,22.79,2104.81,77.53,60,18,38,5.8,1.132222222
assam,2005,37735346.32,66080.91,22.79,2104.81,77.53,60,18,38,5.8,1.637692308
assam,2005,204744212.8,358541.4,22.79,2104.81,77.53,60,18,38,5.8,1.502592593
karnataka,2005,129033080.6,225958.53,23.3,1335.41,72.42,72,42,25,6.9,2.50962963
karnataka,2005,5389684.48,9438.24,23.3,1335.41,72.42,72,42,25,6.9,2.2675
karnataka,2005,43680140.48,76491.24,23.3,1335.41,72.42,72,42,25,6.9,3.0144
kerala,2005,11782859.52,20633.76,26.88,2084.75,81.32,65,28,50,5.7,2.096923077
kerala,2005,2621091.44,4589.97,26.88,2084.75,81.32,65,28,50,5.7,2.345714286
kerala,2005,18663029.68,32682.09,26.88,2084.75,81.32,65,28,50,5.7,2.189285714
meghalaya,2005,3918745.76,6862.38,17.85,2764.31,82.42,52,16,33,5.6,1.597142857
meghalaya,2005,1174136.72,2056.11,17.85,2764.31,82.42,52,16,33,5.6,2.245
meghalaya,2005,7627151.84,13356.42,17.85,2764.31,82.42,52,16,33,5.6,1.971428571
tamil nadu,2005,245890563.6,430595.55,27.9,1894.66,73.91,80,38,30,6.6,2.895517241
west bengal,2005,34552429.68,60507.09,25.96,1437.97,74.73,85,40,45,6.2,2.116111111
west bengal,2005,165724283.4,290210.97,25.96,1437.97,74.73,85,40,45,6.2,2.767222222
west bengal,2005,493214531.0,863701.23,25.96,1437.97,74.73,85,40,45,6.2,2.317222222
puducherry,2006,639827.1,1102.2,27.89,1082.72,75.18,88,55,40,7.0,2.64
puducherry,2006,1540310.31,2653.42,27.89,1082.72,75.18,88,55,40,7.0,4.05
puducherry,2006,584145.54,1006.28,27.89,1082.72,75.18,88,55,40,7.0,3.05
meghalaya,2006,4173435.09,7189.38,18.05,2184.76,79.82,52,16,33,5.6,1.641428571
meghalaya,2006,1258454.34,2167.88,18.05,2184.76,79.82,52,16,33,5.6,2.077142857
meghalaya,2006,7886347.92,13585.44,18.05,2184.76,79.82,52,16,33,5.6,1.852857143
andhra pradesh,2006,337265507.7,580991.4,27.65,1343.62,71.34,78,45,22,6.8,2.689090909
andhra pradesh,2006,170750824.2,294144.4,27.65,1343.62,71.34,78,45,22,6.8,3.036818182
assam,2006,48458410.11,83477.02,22.91,1531.41,75.46,60,18,38,5.8,1.028148148
assam,2006,39905671.41,68743.62,22.91,1531.41,75.46,60,18,38,5.8,1.837037037
assam,2006,192158468.4,331022.34,22.91,1531.41,75.46,60,18,38,5.8,1.269259259
karnataka,2006,136264143.5,234735.82,23.26,664.25,70.02,72,42,25,6.9,2.428148148
karnataka,2006,5627285.73,9693.86,23.26,664.25,70.02,72,42,25,6.9,2.335333333
karnataka,2006,36350352.72,62619.04,23.26,664.25,70.02,72,42,25,6.9,2.6825
kerala,2006,10709632.89,18448.98,26.48,2279.1,82.35,65,28,50,5.7,2.270769231
kerala,2006,4590663.66,7908.12,26.48,2279.1,82.35,65,28,50,5.7,2.497857143
kerala,2006,18354992.04,31619.28,26.48,2279.1,82.35,65,28,50,5.7,2.286428571
tamil nadu,2006,246658710.9,424907.34,27.82,1236.69,72.14,80,38,30,6.6,3.584827586
west bengal,2006,36251632.89,62448.98,25.91,1535.61,73.93,85,40,45,6.2,2.001111111
west bengal,2006,178951466.4,308271.26,25.91,1535.61,73.93,85,40,45,6.2,3.028888889
west bengal,2006,511087246.6,880425.92,25.91,1535.61,73.93,85,40,45,6.2,2.291666667
puducherry,2007,584158.6,700.64,27.8,1151.09,75.64,88,55,40,7.0,2.986666667
puducherry,2007,1522227.4,1825.76,27.8,1151.09,75.64,88,55,40,7.0,3.02
puducherry,2007,619909.8,743.52,27.8,1151.09,75.64,88,55,40,7.0,2.21
assam,2007,47238941.0,56658.4,22.52,1932.73,76.6,60,18,38,5.8,1.082592593
assam,2007,43073392.6,51662.24,22.52,1932.73,76.6,60,18,38,5.8,2.085925926
assam,2007,219708732.8,263518.72,22.52,1932.73,76.6,60,18,38,5.8,1.36962963
karnataka,2007,140265564.4,168234.56,23.25,1096.34,70.37,72,42,25,6.9,2.567586207
karnataka,2007,5379355.0,6452.0,23.25,1096.34,70.37,72,42,25,6.9,2.255333333
karnataka,2007,43291635.0,51924.0,23.25,1096.34,70.37,72,42,25,6.9,2.846923077
kerala,2007,10342902.2,12405.28,26.63,2054.41,80.94,65,28,50,5.7,2.07
kerala,2007,6062629.8,7271.52,26.63,2054.41,80.94,65,28,50,5.7,2.335714286
kerala,2007,14134797.2,16953.28,26.63,2054.41,80.94,65,28,50,5.7,2.252857143
tamil nadu,2007,238675278.0,286267.2,27.63,1255.81,73.32,80,38,30,6.6,3.213793103
west bengal,2007,37567841.2,45058.88,25.47,1961.06,74.46,85,40,45,6.2,1.956111111
west bengal,2007,201646506.2,241854.88,25.47,1961.06,74.46,85,40,45,6.2,3.048888889
west bengal,2007,523800969.6,628247.04,25.47,1961.06,74.46,85,40,45,6.2,2.261666667
puducherry,2008,642678.72,404.37,27.74,1376.2,76.18,88,55,40,7.0,3.0
puducherry,2008,1617210.24,1017.54,27.74,1376.2,76.18,88,55,40,7.0,2.82
puducherry,2008,712482.24,448.29,27.74,1376.2,76.18,88,55,40,7.0,2.125
andhra pradesh,2008,400951991.0,252276.84,27.71,1157.69,70.95,78,45,22,6.8,2.913636364
andhra pradesh,2008,226595385.6,142572.6,27.71,1157.69,70.95,78,45,22,6.8,3.236818182
assam,2008,50156832.96,31558.41,22.57,1658.15,77.76,60,18,38,5.8,1.117777778
assam,2008,51532448.64,32423.94,22.57,1658.15,77.76,60,18,38,5.8,1.951153846
assam,2008,253640101.4,159588.99,22.57,1658.15,77.76,60,18,38,5.8,1.607407407
karnataka,2008,161618464.3,101689.47,22.75,1131.17,72.77,72,42,25,6.9,2.513448276
karnataka,2008,5862065.28,3688.38,22.75,1131.17,72.77,72,42,25,6.9,2.514166667
karnataka,2008,49080170.88,30880.98,22.75,1131.17,72.77,72,42,25,6.9,2.786923077
kerala,2008,11354658.24,7144.29,26.48,1974.68,81.62,65,28,50,5.7,2.295384615
kerala,2008,7117956.48,4478.58,26.48,1974.68,81.62,65,28,50,5.7,2.446428571
kerala,2008,15036650.88,9460.98,26.48,1974.68,81.62,65,28,50,5.7,2.260714286
meghalaya,2008,4658812.8,2931.3,17.72,2128.07,81.8,52,16,33,5.6,1.53
meghalaya,2008,1824046.08,1147.68,17.72,2128.07,81.8,52,16,33,5.6,2.154285714
meghalaya,2008,8971897.92,5645.07,17.72,2128.07,81.8,52,16,33,5.6,1.802857143
tamil nadu,2008,276296493.1,173844.27,27.66,1428.04,73.16,80,38,30,6.6,3.562580645
west bengal,2008,41831189.76,26319.96,25.32,1561.27,76.85,85,40,45,6.2,2.04
west bengal,2008,222664932.5,140099.58,25.32,1561.27,76.85,85,40,45,6.2,2.646666667
west bengal,2008,584545833.6,367793.1,25.32,1561.27,76.85,85,40,45,6.2,2.393888889
puducherry,2009,724563.0,790.5,28.23,1110.91,73.83,88,55,40,7.0,2.893333333
puducherry,2009,1741755.96,1900.26,28.23,1110.91,73.83,88,55,40,7.0,2.903333333
puducherry,2009,794370.36,866.66,28.23,1110.91,73.83,88,55,40,7.0,1.965
andhra pradesh,2009,321436403.4,350687.9,28.42,819.63,68.11,78,45,22,6.8,2.790909091
andhra pradesh,2009,214699080.1,234237.22,28.42,819.63,68.11,78,45,22,6.8,3.098636364
assam,2009,53108130.6,57941.1,23.06,1700.26,75.57,60,18,38,5.8,1.070740741
assam,2009,61461952.44,67055.14,23.06,1700.26,75.57,60,18,38,5.8,1.903703704
assam,2009,274605325.7,299595.08,23.06,1700.26,75.57,60,18,38,5.8,1.780740741
karnataka,2009,171748076.2,187377.57,23.5,858.32,69.07,72,42,25,6.9,2.397931034
karnataka,2009,5881737.54,6416.99,23.5,858.32,69.07,72,42,25,6.9,2.416666667
karnataka,2009,53993188.2,58906.7,23.5,858.32,69.07,72,42,25,6.9,2.806923077
kerala,2009,12036939.18,13132.33,26.9,1558.44,79.8,65,28,50,5.7,2.303076923
kerala,2009,7678653.78,8377.43,26.9,1558.44,79.8,65,28,50,5.7,2.385
kerala,2009,16748312.7,18272.45,26.9,1558.44,79.8,65,28,50,5.7,2.286428571
meghalaya,2009,5073499.2,5535.2,18.01,2328.88,80.74,52,16,33,5.6,1.542857143
meghalaya,2009,1990912.14,2172.09,18.01,2328.88,80.74,52,16,33,5.6,2.171428571
meghalaya,2009,9789391.5,10680.25,18.01,2328.88,80.74,52,16,33,5.6,1.802857143
tamil nadu,2009,287574068.5,313744.01,28.22,1165.21,70.58,80,38,30,6.6,3.539677419
puducherry,2010,728226.24,1052.16,28.07,1434.44,77.22,88,55,40,7.0,2.673333333
puducherry,2010,1813921.2,2620.8,28.07,1434.44,77.22,88,55,40,7.0,3.446666667
puducherry,2010,782378.1,1130.4,28.07,1434.44,77.22,88,55,40,7.0,2.7
assam,2010,51159886.68,73917.12,22.89,2262.61,78.56,60,18,38,5.8,1.272592593
assam,2010,66242176.35,95708.4,22.89,2262.61,78.56,60,18,38,5.8,2.342222222
assam,2010,304094587.0,439363.68,22.89,2262.61,78.56,60,18,38,5.8,1.958888889
andhra pradesh,2010,485339035.2,701230.32,27.91,1557.24,73.66,78,45,22,6.8,2.666818182
andhra pradesh,2010,303900902.8,439083.84,27.91,1557.24,73.66,78,45,22,6.8,3.325909091
karnataka,2010,187588687.4,271032.96,23.76,969.11,71.33,72,42,25,6.9,2.654
karnataka,2010,8255667.0,11928.0,23.76,969.11,71.33,72,42,25,6.9,2.668333333
karnataka,2010,59809898.82,86414.88,23.76,969.11,71.33,72,42,25,6.9,2.935714286
kerala,2010,11710469.29,16919.5872,26.9,1937.17,80.85,65,28,50,5.7,2.236923077
kerala,2010,8493641.169,12271.8312,26.9,1937.17,80.85,65,28,50,5.7,2.48
kerala,2010,15208299.05,21973.3416,26.9,1937.17,80.85,65,28,50,5.7,2.202142857
meghalaya,2010,5414521.56,7823.04,18.07,3082.63,83.27,52,16,33,5.6,1.53
meghalaya,2010,2125709.67,3071.28,18.07,3082.63,83.27,52,16,33,5.6,2.077142857
meghalaya,2010,10446990.12,15094.08,18.07,3082.63,83.27,52,16,33,5.6,1.828571429
puducherry,2011,709782.24,1398.21,27.95,1264.88,75.01,88,55,40,7.0,3.046666667
puducherry,2011,1729476.48,3406.92,27.95,1264.88,75.01,88,55,40,7.0,2.856666667
puducherry,2011,337552.8,664.95,27.95,1264.88,75.01,88,55,40,7.0,2.49
